School Name,URL,City,State,URL Var Clean,Short URL
College of DuPage,http://cod.edu,Glen Ellyn,IL,http://cod.edu,cod.edu
Columbia College Chicago,http://colum.edu,Chicago,IL,http://colum.edu,colum.edu
Danville Area Community College,http://dacc.edu,Danville,IL,http://dacc.edu,dacc.edu
DePaul University,http://depaul.edu,Chicago,IL,http://depaul.edu,depaul.edu
Dominican University,http://dom.edu,River Forest,IL,http://dom.edu,dom.edu
Eastern Illinois University,http://eiu.edu,Charleston,IL,http://eiu.edu,eiu.edu
Elmhurst College,http://elmhurst.edu,Elmhurst,IL,http://elmhurst.edu,elmhurst.edu
Governors State,http://govst.edu,University Park,IL,http://govst.edu,govst.edu
Greenville College,http://greenville.edu,Greenville,IL,http://greenville.edu,greenville.edu
The Hadley School for the Blind,http://hadley.edu,Winnetka,IL,http://hadley.edu,hadley.edu
Harper College,http://harpercollege.edu,Palatine,IL,http://harpercollege.edu,harpercollege.edu
Heartland Community College,http://heartland.edu,Normal,IL,http://heartland.edu,heartland.edu
Illinois Central College,http://icc.edu,East Peoria,IL,http://icc.edu,icc.edu
Illinois College of Optometry,http://ico.edu,Chicago,IL,http://ico.edu,ico.edu
Illinois Institute of Technology,http://iit.edu,Chicago,IL,http://iit.edu,iit.edu
University of Illinois at Urbana-Champaign,http://illinois.edu,Champaign,IL,http://illinois.edu,illinois.edu
Illinois State University,http://illinoisstate.edu,Normal,IL,http://illinoisstate.edu,illinoisstate.edu
Illinois Mathematics and Science Academy,http://imsa.edu,Aurora,IL,http://imsa.edu,imsa.edu
Illinois Valley Community College,http://ivcc.edu,Oglesby,IL,http://ivcc.edu,ivcc.edu
Illinois Wesleyan University,http://iwu.edu,Bloomington,IL,http://iwu.edu,iwu.edu
John A. Logan College,http://jalc.edu,Carterville,IL,http://jalc.edu,jalc.edu
Joliet Junior College,http://jjc.edu,Joliet,IL,http://jjc.edu,jjc.edu
The John Marshall Law School,http://jmls.edu,Chicago,IL,http://jmls.edu,jmls.edu
Judson University,http://judsonu.edu,Elgin,IL,http://judsonu.edu,judsonu.edu
Kaskaskia College,http://kaskaskia.edu,Centralia,IL,http://kaskaskia.edu,kaskaskia.edu
Kankakee Community College,http://kcc.edu,Kankakee,IL,http://kcc.edu,kcc.edu
IIT Chicago-Kent College of Law,http://iit.edu,Chicago,IL,http://iit.edu,iit.edu
Kishwaukee College,http://kishwaukeecollege.edu,Malta,IL,http://kishwaukeecollege.edu,kishwaukeecollege.edu
Knox College,http://knox.edu,Galesburg,IL,http://knox.edu,knox.edu
Lake Forest College,http://lakeforest.edu,Lake Forest,IL,http://lakeforest.edu,lakeforest.edu
Lakeview College of Nursing,http://lakeviewcol.edu,Danville,IL,http://lakeviewcol.edu,lakeviewcol.edu
Lewis and Clark Community College,http://lc.edu,Godfrey,IL,http://lc.edu,lc.edu
Lewis University,http://lewisu.edu,Romeoville,IL,http://lewisu.edu,lewisu.edu
Lincoln Land Community College,http://llcc.edu,Springfield,IL,http://llcc.edu,llcc.edu
Loyola University Chicago,http://luc.edu,Chicago,IL,http://luc.edu,luc.edu
Midwestern Career College,http://mccollege.edu,Chicago,IL,http://mccollege.edu,mccollege.edu
McHenry County College,http://mchenry.edu,Crystal Lake,IL,http://mchenry.edu,mchenry.edu
McKendree University,http://mckendree.edu,Lebanon,IL,http://mckendree.edu,mckendree.edu
Midwestern University,http://midwestern.edu,(multiple locations),IL,http://midwestern.edu,midwestern.edu
Monmouth College,http://monmouthcollege.edu,Monmouth,IL,http://monmouthcollege.edu,monmouthcollege.edu
Moraine Valley Community College,http://morainevalley.edu,Palos Hills,IL,http://morainevalley.edu,morainevalley.edu
Morton College,http://morton.edu,Cicero,IL,http://morton.edu,morton.edu
Northeastern Illinois University,http://neiu.edu,Chicago,IL,http://neiu.edu,neiu.edu
Northern Illinois University,http://niu.edu,DeKalb,IL,http://niu.edu,niu.edu
National Louis University,http://nl.edu,Chicago,IL,http://nl.edu,nl.edu
North Park University,http://northpark.edu,Chicago,IL,http://northpark.edu,northpark.edu
Northwestern University,http://northwestern.edu,Evanston,IL,http://northwestern.edu,northwestern.edu
Oakton Community College,http://oakton.edu,Des Plaines,IL,http://oakton.edu,oakton.edu
Olivet Nazarene University,http://olivet.edu,Bourbonnais,IL,http://olivet.edu,olivet.edu
Chicago ORT Technical Institute,http://ortchicagotech.edu,Skokie,IL,http://ortchicagotech.edu,ortchicagotech.edu
Parkland College,http://parkland.edu,Champaign,IL,http://parkland.edu,parkland.edu
Prairie State College,http://prairiestate.edu,Chicago Heights,IL,http://prairiestate.edu,prairiestate.edu
Principia College,http://principiacollege.edu,Elsah,IL,http://principiacollege.edu,principiacollege.edu
Resurrection University,http://resu.edu,Chicago,IL,http://resu.edu,resu.edu
Robert Morris University Illinois,http://robertmorris.edu,Chicago,IL,http://robertmorris.edu,robertmorris.edu
Rockford University,http://rockford.edu,Rockford,IL,http://rockford.edu,rockford.edu
Rock Valley College,http://rockvalleycollege.edu,Rockford,IL,http://rockvalleycollege.edu,rockvalleycollege.edu
Roosevelt University,http://roosevelt.edu,Chicago,IL,http://roosevelt.edu,roosevelt.edu
Rosalind Franklin University,http://rosalindfranklin.edu,North Chicago,IL,http://rosalindfranklin.edu,rosalindfranklin.edu
Saint Anthony College of Nursing,http://sacn.edu,Rockford,IL,http://sacn.edu,sacn.edu
School of the Art Institute of Chicago,http://saic.edu,Chicago,IL,http://saic.edu,saic.edu
Saint Francis Medical Center College of Nursing,http://sfmccon.edu,Peoria,IL,http://sfmccon.edu,sfmccon.edu
Shawnee Community College,http://shawneecc.edu,Ullin,IL,http://shawneecc.edu,shawneecc.edu
Southeastern Illinois College,http://sic.edu,Harrisburg,IL,http://sic.edu,sic.edu
Southern Illinois University,http://siu.edu,Carbondale,IL,http://siu.edu,siu.edu
Southern Illinois University Edwardsville,http://siue.edu,Edwardsville,IL,http://siue.edu,siue.edu
Spoon River College,http://src.edu,Canton,IL,http://src.edu,src.edu
South Suburban College,http://ssc.edu,South Holland,IL,http://ssc.edu,ssc.edu
University of Saint Francis,http://stfrancis.edu,Joliet,IL,http://stfrancis.edu,stfrancis.edu
Southwestern Illinois College,http://swic.edu,(multiple locations),IL,http://swic.edu,swic.edu
Saint Xavier University,http://scu.edu,Chicago,IL,http://scu.edu,scu.edu
Trinity Christian College,http://trnty.edu,Palos Heights,IL,http://trnty.edu,trnty.edu
University of Chicago,http://uchicago.edu,Chicago,IL,http://uchicago.edu,uchicago.edu
University of Illinois at Chicago,http://uic.edu,Chicago,IL,http://uic.edu,uic.edu
University of Illinois,http://illinois.edu,(multiple locations),IL,http://illinois.edu,illinois.edu
University of Illinois Springfield,http://uis.edu,Springfield,IL,http://uis.edu,uis.edu
Waubonsee Community College,http://waubonsee.edu,(multiple locations),IL,http://waubonsee.edu,waubonsee.edu
Wheaton College,http://wheaton.edu,Wheaton,IL,http://wheaton.edu,wheaton.edu
Western Illinois University,http://wiu.edu,Macomb,IL,http://wiu.edu,wiu.edu
Saint John's College,http://stjohnscollegespringfield.edu,Springfield,Ill,http://stjohnscollegespringfield.edu,stjohnscollegespringfield.edu
Anabaptist Mennonite Biblical Seminary,http://ambs.edu,Elkhart,IN,http://ambs.edu,ambs.edu
Anderson University,http://anderson.edu,Anderson,IN,http://anderson.edu,anderson.edu
Bethel College Indiana,http://bethelcollege.edu,Mishawaka,IN,http://bethelcollege.edu,bethelcollege.edu
Brown Mackie College,http://brownmackie.edu,(multiple locations),IN,http://brownmackie.edu,brownmackie.edu
Ball State University,http://bsu.edu,Muncie,IN,http://bsu.edu,bsu.edu
Butler University,http://butler.edu,Indianapolis,IN,http://butler.edu,butler.edu
DePauw University,http://depauw.edu,Greencastle,IN,http://depauw.edu,depauw.edu
Earlham College,http://earlham.edu,Richmond,IN,http://earlham.edu,earlham.edu
University of Evansville,http://evansville.edu,Evansville,IN,http://evansville.edu,evansville.edu
Goshen College,http://goshen.edu,Goshen,IN,http://goshen.edu,goshen.edu
Grace College and Seminary,http://grace.edu,Winona Lake,IN,http://grace.edu,grace.edu
Hanover College,http://hanover.edu,Hanover,IN,http://hanover.edu,hanover.edu
Harrison College,http://harrison.edu,Indianapolis,IN,http://harrison.edu,harrison.edu
Holy Cross College,http://hcc-nd.edu,Notre Dame,IN,http://hcc-nd.edu,hcc-nd.edu
Indiana University,http://indiana.edu,(multiple locations),IN,http://indiana.edu,indiana.edu
Indiana State University,http://indstate.edu,Terre Haute,IN,http://indstate.edu,indstate.edu
Indiana Wesleyan University,http://indwes.edu,Marion,IN,http://indwes.edu,indwes.edu
Indiana University - Purdue University Fort Wayne,http://ipfw.edu,Fort Wayne,IN,http://ipfw.edu,ipfw.edu
Indiana University Bloomington,http://iub.edu,Bloomington,IN,http://iub.edu,iub.edu
Indiana University East,http://iue.edu,Richmond,IN,http://iue.edu,iue.edu
Indiana University Northwest,http://iun.edu,Gary,IN,http://iun.edu,iun.edu
Indiana University - Purdue University Indianapolis,http://iupui.edu,Indianapolis,IN,http://iupui.edu,iupui.edu
Indiana University Southeast,http://ius.edu,New Albany,IN,http://ius.edu,ius.edu
Indiana University South Bend,http://iusb.edu,South Bend,IN,http://iusb.edu,iusb.edu
Ivy Tech Community College,http://ivytech.edu,Carmel,IN,http://ivytech.edu,ivytech.edu
Manchester University,http://manchester.edu,North Manchester,IN,http://manchester.edu,manchester.edu
Marian University Indianapolis,http://marian.edu,Indianapolis,IN,http://marian.edu,marian.edu
University of Notre Dame,http://nd.edu,Notre Dame,IN,http://nd.edu,nd.edu
Oakland City University,http://oak.edu,Oakland City,IN,http://oak.edu,oak.edu
Purdue University North Central,http://pnc.edu,Westville,IN,http://pnc.edu,pnc.edu
Purdue University,http://purdue.edu,West Lafayette,IN,http://purdue.edu,purdue.edu
Purdue University Calumet,http://purduecal.edu,Hammond,IN,http://purduecal.edu,purduecal.edu
Rose-Hulman Institute of Technology,http://rose-hulman.edu,Terre Haute,IN,http://rose-hulman.edu,rose-hulman.edu
Trine University,http://trine.edu,Angola,IN,http://trine.edu,trine.edu
University of Indianapolis,http://uindy.edu,Indianapolis,IN,http://uindy.edu,uindy.edu
University of Southern Indiana,http://usi.edu,Evansville,IN,http://usi.edu,usi.edu
Valparaiso University,http://valpo.edu,Valparaiso,IN,http://valpo.edu,valpo.edu
Wabash College,http://wabash.edu,Crawfordsville,IN,http://wabash.edu,wabash.edu
Benedictine College,http://benedictine.edu,Atchison,KS,http://benedictine.edu,benedictine.edu
Butler Community College,http://butlercc.edu,El Dorado,KS,http://butlercc.edu,butlercc.edu
Emporia State University,http://emporia.edu,Emporia,KS,http://emporia.edu,emporia.edu
Fort Hays State University,http://fhsu.edu,Hays,KS,http://fhsu.edu,fhsu.edu
Flint Hills Technical College,http://fhtc.edu,Emporia,KS,http://fhtc.edu,fhtc.edu
Fort Scott Community College,http://fortscott.edu,Horton Fort Scott,KS,http://fortscott.edu,fortscott.edu
Garden City Community College,http://gcccks.edu,Garden City,KS,http://gcccks.edu,gcccks.edu
Hesston College,http://hesston.edu,Hesston,KS,http://hesston.edu,hesston.edu
Highland Community College,http://highlandcc.edu,Highland,KS,http://highlandcc.edu,highlandcc.edu
Johnson County Community College,http://jccc.edu,Overland Park,KS,http://jccc.edu,jccc.edu
Kansas City Kansas Community College,http://kckcc.edu,Kansas City,KS,http://kckcc.edu,kckcc.edu
Kansas State University,http://k-state.edu,Manhattan,KS,http://k-state.edu,k-state.edu
The University of Kansas,http://ku.edu,Lawrence,KS,http://ku.edu,ku.edu
McPherson College,http://mcpherson.edu,McPherson,KS,http://mcpherson.edu,mcpherson.edu
Neosho County Community College,http://neosho.edu,Chanute,KS,http://neosho.edu,neosho.edu
Newman University,http://newmanu.edu,Wichita,KS,http://newmanu.edu,newmanu.edu
Pittsburg State University,http://pittstate.edu,Pittsburg,KS,http://pittstate.edu,pittstate.edu
Saint Paul School of Theology and Ministry,http://spst.edu,Overland Park,KS,http://spst.edu,spst.edu
Sterling College,http://sterling.edu,Sterling,KS,http://sterling.edu,sterling.edu
University of Saint Mary,http://stmary.edu,Leavenworth,KS,http://stmary.edu,stmary.edu
Washburn University,http://washburn.edu,Topeka,KS,http://washburn.edu,washburn.edu
Washburn University School of Law,http://washburnlaw.edu,Topeka,KS,http://washburnlaw.edu,washburnlaw.edu
Wichita State University,http://wichita.edu,Wichita,KS,http://wichita.edu,wichita.edu
Asbury University,http://asbury.edu,Wilmore,KY,http://asbury.edu,asbury.edu
Bellarmine University,http://bellarmine.edu,Louisville,KY,http://bellarmine.edu,bellarmine.edu
Berea College,http://berea.edu,Berea,KY,http://berea.edu,berea.edu
Centre College,http://centre.edu,Danville,KY,http://centre.edu,centre.edu
Eastern Kentucky University,http://eku.edu,Richmond,KY,http://eku.edu,eku.edu
Frontier Nursing University,http://frontier.edu,Hyden,KY,http://frontier.edu,frontier.edu
Georgetown College,http://georgetowncollege.edu,Georgetown,KY,http://georgetowncollege.edu,georgetowncollege.edu
Kentucky Community and Technical College System,http://kctcs.edu,Versailles,KY,http://kctcs.edu,kctcs.edu
Kentucky Christian University,http://kcu.edu,Grayson,KY,http://kcu.edu,kcu.edu
Kentucky State University,http://kysu.edu,Frankfort,KY,http://kysu.edu,kysu.edu
Lindsey Wilson College,http://lindsey.edu,Columbia,KY,http://lindsey.edu,lindsey.edu
The University of Louisville,http://louisville.edu,Louisville,KY,http://louisville.edu,louisville.edu
Midway College,http://midway.edu,Midwar,KY,http://midway.edu,midway.edu
Morehead State University,http://moreheadstate.edu,Morehead,KY,http://moreheadstate.edu,moreheadstate.edu
Murray State University,http://murraystate.edu,Murray,KY,http://murraystate.edu,murraystate.edu
Northern Kentucky University,http://nku.edu,Highland Heights,KY,http://nku.edu,nku.edu
The Southern Baptist Theological Seminary,http://sbts.edu,Louisville,KY,http://sbts.edu,sbts.edu
Saint Catharine College,http://sccky.edu,Saint Catharine,KY,http://sccky.edu,sccky.edu
Sullivan University,http://sullivan.edu,Louisville,KY,http://sullivan.edu,sullivan.edu
University of the Cumberlands,http://ucumberlands.edu,Williamsburg,KY,http://ucumberlands.edu,ucumberlands.edu
Western Kentucky University,http://wku.edu,Bowling Green,KY,http://wku.edu,wku.edu
Bossier Parish Community College,http://bpcc.edu,Bossier City,LA,http://bpcc.edu,bpcc.edu
Centenary College of Louisiana,http://centenary.edu,Shreveport,LA,http://centenary.edu,centenary.edu
Louisiana Tech University,http://latech.edu,Ruston,LA,http://latech.edu,latech.edu
Louisiana Culinary Institute,http://lci.edu,Baton Rouge,LA,http://lci.edu,lci.edu
University of Louisiana Lafayette,http://louisiana.edu,Lafayette,LA,http://louisiana.edu,louisiana.edu
Loyola University New Orleans,http://loyno.edu,New Orleans,LA,http://loyno.edu,loyno.edu
Louisiana State University,http://lsu.edu,Baton Rouge,LA,http://lsu.edu,lsu.edu
Louisiana State University - Eunice,http://lsue.edu,Eunice,LA,http://lsue.edu,lsue.edu
LSU Health Sciences Center - New Orleans,http://lsuhsc.edu,New Orleans,LA,http://lsuhsc.edu,lsuhsc.edu
Louisiana State University System,http://lsusystem.edu,Baton Rouge,LA,http://lsusystem.edu,lsusystem.edu
Nicholls State University,http://nicholls.edu,Thibodaux,LA,http://nicholls.edu,nicholls.edu
New Orleans Baptist Theological Seminary,http://nobts.edu,New Orleans,LA,http://nobts.edu,nobts.edu
Nunez Community College,http://nunez.edu,Chalmette,LA,http://nunez.edu,nunez.edu
Southeastern Louisiana University,http://southeastern.edu,Hammond,LA,http://southeastern.edu,southeastern.edu
Southern University,http://subr.edu,Baton Rouge,LA,http://subr.edu,subr.edu
Tulane University,http://tulane.edu,New Orleans,LA,http://tulane.edu,tulane.edu
University of Louisiana at Monroe,http://ulm.edu,Monroe,LA,http://ulm.edu,ulm.edu
University of New Orleans,http://uno.edu,New Orleans,LA,http://uno.edu,uno.edu
Xavier University of Louisiana,http://xula.edu,New Orleans,LA,http://xula.edu,xula.edu
Amherst College,http://amherst.edu,Amherst,MA,http://amherst.edu,amherst.edu
Assumption College,http://assumption.edu,Worcester,MA,http://assumption.edu,assumption.edu
Babson College,http://babson.edu,Babson Park,MA,http://babson.edu,babson.edu
Boston College,http://bc.edu,Chestnut Hill,MA,http://bc.edu,bc.edu
Bentley University,http://bentley.edu,Waltham,MA,http://bentley.edu,bentley.edu
Berklee College of Music,http://berklee.edu,Boston,MA,http://berklee.edu,berklee.edu
Berkshire Community College,http://berkshirecc.edu,Pittsfield,MA,http://berkshirecc.edu,berkshirecc.edu
The Boston Conservatory,http://bostonconservatory.edu,Boston,MA,http://bostonconservatory.edu,bostonconservatory.edu
Brandeis University,http://brandeis.edu,Waltham,MA,http://brandeis.edu,brandeis.edu
Bridgewater State University,http://bridgew.edu,Bridgewater,MA,http://bridgew.edu,bridgew.edu
Boston University,http://bu.edu,Boston,MA,http://bu.edu,bu.edu
Cambridge College,http://cambridgecollege.edu,Cambridge,MA,http://cambridgecollege.edu,cambridgecollege.edu
Clark University,http://clarku.edu,Worcester,MA,http://clarku.edu,clarku.edu
Curry College,http://curry.edu,Milton,MA,http://curry.edu,curry.edu
Elms College,http://elms.edu,Chicopee,MA,http://elms.edu,elms.edu
Emerson College,http://emerson.edu,Boston,MA,http://emerson.edu,emerson.edu
Emmanuel College,http://emmanuel.edu,Boston,MA,http://emmanuel.edu,emmanuel.edu
Endicott College,http://endicott.edu,Beverly,MA,http://endicott.edu,endicott.edu
Fitchburg State University,http://fitchburgstate.edu,Fitchburg,MA,http://fitchburgstate.edu,fitchburgstate.edu
Framingham State University,http://framingham.edu,Framingham,MA,http://framingham.edu,framingham.edu
Gordon Conwell Theological Seminary,http://gordonconwell.edu,South Hamilton,MA,http://gordonconwell.edu,gordonconwell.edu
Gordon College,http://gordon.edu,Wenham,MA,http://gordon.edu,gordon.edu
Hampshire College,http://hampshire.edu,Amherst,MA,http://hampshire.edu,hampshire.edu
Harvard University,http://harvard.edu,Cambridge,MA,http://harvard.edu,harvard.edu
Harvard Business School,http://hbs.edu,Boston,MA,http://hbs.edu,hbs.edu
College of the Holy Cross,http://holycross.edu,Worcester,MA,http://holycross.edu,holycross.edu
Lesley University,http://lesley.edu,Cambridge,MA,http://lesley.edu,lesley.edu
Massachusetts Maritime Academy,http://maritime.edu,Buzzards Bay,MA,http://maritime.edu,maritime.edu
Massachusetts Department of Higher Education,http://mass.edu,Boston,MA,http://mass.edu,mass.edu
Massachusetts College of Art and Design,http://massart.edu,Boston,MA,http://massart.edu,massart.edu
MassBay Community College,http://massbay.edu,Wellesley,MA,http://massbay.edu,massbay.edu
Marine Biological Laboratory,http://mbl.edu,Woods Hole,MA,http://mbl.edu,mbl.edu
Merrimack Education Center,http://mec.edu,Chelmsford,MA,http://mec.edu,mec.edu
Merrimack College,http://merrimack.edu,North Andover,MA,http://merrimack.edu,merrimack.edu
MGH Institute of Health Professions,http://mghihp.edu,Boston,MA,http://mghihp.edu,mghihp.edu
Milton Academy,http://milton.edu,Milton,MA,http://milton.edu,milton.edu
Massachusetts Institute of Technology,http://mit.edu,Cambridge,MA,http://mit.edu,mit.edu
Montserrat College of Art,http://montserrat.edu,Beverly,MA,http://montserrat.edu,montserrat.edu
Mount Ida College,http://mountida.edu,Newton,MA,http://mountida.edu,mountida.edu
Mount Holyoke College,http://mtholyoke.edu,South Hadley,MA,http://mtholyoke.edu,mtholyoke.edu
Middlesex Community College,http://mxcc.edu,Lowell,MA,http://mxcc.edu,mxcc.edu
Middlesex School,http://mxschool.edu,Lowell,MA,http://mxschool.edu,mxschool.edu
North Bennet Street School,http://nbss.edu,Boston,MA,http://nbss.edu,nbss.edu
New England Law - Boston,http://nesl.edu,Boston,MA,http://nesl.edu,nesl.edu
Northeastern University,http://northeastern.edu,Boston,MA,http://northeastern.edu,northeastern.edu
Olin College of Engineering,http://olin.edu,Needham,MA,http://olin.edu,olin.edu
Salem State University,http://salemstate.edu,Salem,MA,http://salemstate.edu,salemstate.edu
Simmons College,http://simmons.edu,Boston,MA,http://simmons.edu,simmons.edu
Smith College,http://smith.edu,Northampton,MA,http://smith.edu,smith.edu
Spa Tech Institute,http://spatech.edu,Ipswich,MA,http://spatech.edu,spatech.edu
Springfield College,http://springfieldcollege.edu,Springfield,MA,http://springfieldcollege.edu,springfieldcollege.edu
Springfield Technical Community College,http://stcc.edu,Springfield,MA,http://stcc.edu,stcc.edu
Suffolk University,http://suffolk.edu,Boston,MA,http://suffolk.edu,suffolk.edu
Boston Architectural College,http://the-bac.edu,Boston,MA,http://the-bac.edu,the-bac.edu
Tufts University,http://tufts.edu,Medford,MA,http://tufts.edu,tufts.edu
University of Massachusetts Amherst,http://umass.edu,Amherst,MA,http://umass.edu,umass.edu
University of Massachusetts Dartmouth,http://umassd.edu,Dartmouth,MA,http://umassd.edu,umassd.edu
University of Massachusetts Medical School,http://umassmed.edu,Worcester,MA,http://umassmed.edu,umassmed.edu
University of Massachusetts,http://umassp.edu,Amherst,MA,http://umassp.edu,umassp.edu
University of Massachusetts Boston,http://umb.edu,Boston,MA,http://umb.edu,umb.edu
University of Massachusetts Lowell,http://uml.edu,Lowell,MA,http://uml.edu,uml.edu
Wellesley College,http://wellesley.edu,Wellesley,MA,http://wellesley.edu,wellesley.edu
"Wheaton College, Norton",http://wheatoncollege.edu,Norton,MA,http://wheatoncollege.edu,wheatoncollege.edu
Wheelock College,http://wheelock.edu,Boston,MA,http://wheelock.edu,wheelock.edu
Williams College,http://williams.edu,Williamstown,MA,http://williams.edu,williams.edu
Western New England University,http://wne.edu,Springfield,MA,http://wne.edu,wne.edu
Worcester State University,http://worcester.edu,Worcester,MA,http://worcester.edu,worcester.edu
Worcester Polytechnic Institute,http://wpi.edu,Worcester,MA,http://wpi.edu,wpi.edu
Anne Arundel Community College,http://aacc.edu,Arnold,MD,http://aacc.edu,aacc.edu
Baltimore City Community College,http://bccc.edu,Baltimore,MD,http://bccc.edu,bccc.edu
Bowie State University,http://bowiestate.edu,Bowie,MD,http://bowiestate.edu,bowiestate.edu
Carroll Community College,http://carrollcc.edu,Westminster,MD,http://carrollcc.edu,carrollcc.edu
The Community College of Baltimore County,http://ccbcmd.edu,(multiple locations),MD,http://ccbcmd.edu,ccbcmd.edu
Chesapeake College,http://chesapeake.edu,Wye Mills,MD,http://chesapeake.edu,chesapeake.edu
Coppin State University,http://coppin.edu,Baltimore,MD,http://coppin.edu,coppin.edu
College of Southern Maryland,http://csmd.edu,La Plata,MD,http://csmd.edu,csmd.edu
Frederick Community College,http://frederick.edu,Frederick,MD,http://frederick.edu,frederick.edu
Frostburg State University,http://frostburg.edu,Frostburg,MD,http://frostburg.edu,frostburg.edu
Garrett College,http://garrettcollege.edu,McHenry,MD,http://garrettcollege.edu,garrettcollege.edu
Goucher College,http://goucher.edu,Baltimore,MD,http://goucher.edu,goucher.edu
Hagerstown Community College,http://hagerstowncc.edu,Hagerstown,MD,http://hagerstowncc.edu,hagerstowncc.edu
Harford Community College,http://harford.edu,Bel Air,MD,http://harford.edu,harford.edu
Hood College,http://hood.edu,Frederick,MD,http://hood.edu,hood.edu
Howard Community College,http://howardcc.edu,Columbia,MD,http://howardcc.edu,howardcc.edu
Johns Hopkins Bloomberg School of Public Health,http://jhsph.edu,Baltimore,MD,http://jhsph.edu,jhsph.edu
Johns Hopkins University,http://jhu.edu,Baltimore,MD,http://jhu.edu,jhu.edu
Loyola University Maryland,http://loyola.edu,Baltimore,MD,http://loyola.edu,loyola.edu
Montgomery Blair High School,http://mbhs.edu,Silver Spring,MD,http://mbhs.edu,mbhs.edu
McDaniel College,http://mcdaniel.edu,Westminster,MD,http://mcdaniel.edu,mcdaniel.edu
Maryland Institute College of Art,http://mica.edu,Baltimore,MD,http://mica.edu,mica.edu
Montgomery College,http://montgomerycollege.edu,Montgomery County,MD,http://montgomerycollege.edu,montgomerycollege.edu
Mount Saint Mary's University,http://msmary.edu,Emmitsburg,MD,http://msmary.edu,msmary.edu
Maryland University of Integrative Health,http://muih.edu,Laurel,MD,http://muih.edu,muih.edu
Prince George's Community College,http://pgcc.edu,Largo,MD,http://pgcc.edu,pgcc.edu
Salisbury University,http://salisbury.edu,Salisbury,MD,http://salisbury.edu,salisbury.edu
Sojourner-Douglass College,http://sdc.edu,Baltimore,MD,http://sdc.edu,sdc.edu
Saint Mary's College of Maryland,http://smcm.edu,Saint Mary's City,MD,http://smcm.edu,smcm.edu
Saint James School,http://stjames.edu,Hagerstown,MD,http://stjames.edu,stjames.edu
Towson University,http://towson.edu,Towson,MD,http://towson.edu,towson.edu
University of Baltimore,http://ubalt.edu,Baltimore,MD,http://ubalt.edu,ubalt.edu
University of Maryland,http://umaryland.edu,Baltimore,MD,http://umaryland.edu,umaryland.edu
University of Maryland Baltimore County,http://umbc.edu,Baltimore,MD,http://umbc.edu,umbc.edu
University of Maryland University College,http://umuc.edu,Adelphi,MD,http://umuc.edu,umuc.edu
University System of Maryland,http://usmd.edu,Adelphi,MD,http://usmd.edu,usmd.edu
United States Naval Academy,http://usna.edu,Annapolis,MD,http://usna.edu,usna.edu
Washington College,http://washcoll.edu,Chestertown,MD,http://washcoll.edu,washcoll.edu
Wor-Wic Community College,http://worwic.edu,Salisbury,MD,http://worwic.edu,worwic.edu
Bates College,http://bates.edu,Lewiston,ME,http://bates.edu,bates.edu
Bowdoin College,http://bowdoin.edu,Brunswick,ME,http://bowdoin.edu,bowdoin.edu
Central Maine Community College,http://cmcc.edu,Auburn,ME,http://cmcc.edu,cmcc.edu
College of the Atlantic,http://coa.edu,Bar Harbor,ME,http://coa.edu,coa.edu
Colby College,http://colby.edu,Waterville,ME,http://colby.edu,colby.edu
Husson University,http://husson.edu,Bangor,ME,http://husson.edu,husson.edu
Maine Maritime Academy,http://mainemaritime.edu,Castine,ME,http://mainemaritime.edu,mainemaritime.edu
Northern Maine Community College,http://nmcc.edu,Presque Isle,ME,http://nmcc.edu,nmcc.edu
Saint Joseph's College,http://sjcme.edu,Standish,ME,http://sjcme.edu,sjcme.edu
Southern Maine Community College,http://smccme.edu,South Portland,ME,http://smccme.edu,smccme.edu
University of Maine,http://umaine.edu,Orono,ME,http://umaine.edu,umaine.edu
University of Maine Fort Kent,http://umfk.edu,Fort Kent,ME,http://umfk.edu,umfk.edu
University of Maine at Presque Isle,http://umpi.edu,Presque Isle,ME,http://umpi.edu,umpi.edu
University of New England,http://une.edu,Biddeford,ME,http://une.edu,une.edu
Unity College,http://unity.edu,Unity,ME,http://unity.edu,unity.edu
York County Community College,http://yccc.edu,Wells,ME,http://yccc.edu,yccc.edu
University of Main at Augusta,http://uma.edu,Augusta,ME,http://uma.edu,uma.edu
Adrian College,http://adrian.edu,Adrian,MI,http://adrian.edu,adrian.edu
Albion College,http://albion.edu,Albion,MI,http://albion.edu,albion.edu
Alma College,http://alma.edu,Alma,MI,http://alma.edu,alma.edu
Alpena Community College,http://alpenacc.edu,Alpena,MI,http://alpenacc.edu,alpenacc.edu
Andrews University,http://andrews.edu,Berrien Springs,MI,http://andrews.edu,andrews.edu
Aquinas College,http://aquinas.edu,Grand Rapids,MI,http://aquinas.edu,aquinas.edu
Baker College,http://baker.edu,(multiple locations),MI,http://baker.edu,baker.edu
Bay College,http://baycollege.edu,Escanaba,MI,http://baycollege.edu,baycollege.edu
Calvin College,http://calvin.edu,Grand Rapids,MI,http://calvin.edu,calvin.edu
Central Michigan University,http://cmich.edu,Mount Pleasant,MI,http://cmich.edu,cmich.edu
College for Creative Studies,http://collegeforcreativestudies.edu,Detroit,MI,http://collegeforcreativestudies.edu,collegeforcreativestudies.edu
Cornerstone University,http://cornerstone.edu,Grand Rapids,MI,http://cornerstone.edu,cornerstone.edu
Davenport University,http://davenport.edu,Grand Rapids,MI,http://davenport.edu,davenport.edu
